N,P,K,temperatura,umidade,ph,precipitacao,indice_sucesso,tipo_temperatura,tipo_solo,solo_nutrientes,tipo_cultura,rotulo
84,7,51,"26,82","87,66","6,4","55,74","84,44",Moderado,Neutro,Alto,Fruta,Melancia
102,28,54,"25,16","80,28","6,86","55,5","84,75",Moderado,Neutro,Alto,Fruta,Melancia
98,25,52,"25,28","83,15","6,22","49,29","90,24",Moderado,Neutro,Alto,Fruta,Melancia
97,25,50,"26,22","80,9","6,09","49,09","89,88",Moderado,Neutro,Alto,Fruta,Melancia
90,16,45,"24,92","80,62","6,29","50,56","94,31",Moderado,Neutro,Alto,Fruta,Melancia
95,12,46,"26,22","81,01","6,32","54,65","90,47",Moderado,Neutro,Alto,Fruta,Melancia
82,23,49,"26,81","87,22","6,87","51,7","89,3",Moderado,Neutro,Alto,Fruta,Melancia
82,25,51,"24,31","87,47","6,07","48,11","86,81",Moderado,Neutro,Alto,Fruta,Melancia
110,28,46,"24,29","88,05","6,5","51,26","84,47",Moderado,Neutro,Alto,Fruta,Melancia
118,21,51,"24,43","86,34","6,68","48,58","90,99",Moderado,Neutro,Alto,Fruta,Melancia
120,20,45,"25,67","88,7","6,11","54,23","90,0",Moderado,Neutro,Alto,Fruta,Melancia
91,7,52,"25,08","83,46","6,41","56,4","85,69",Moderado,Neutro,Alto,Fruta,Melancia
81,6,55,"24,89","85,87","6,11","51,71","83,64",Moderado,Neutro,Alto,Fruta,Melancia
101,13,54,"25,43","82,91","6,83","56,34","92,19",Moderado,Neutro,Alto,Fruta,Melancia
101,17,55,"24,37","87,13","6,45","44,64","94,95",Moderado,Neutro,Alto,Fruta,Melancia
111,6,53,"26,49","88,59","6,31","46,06","83,54",Moderado,Neutro,Alto,Fruta,Melancia
107,10,49,"25,83","89,0","6,76","45,25","88,74",Moderado,Neutro,Alto,Fruta,Melancia
115,11,46,"24,42","89,4","6,62","40,32","85,08",Moderado,Neutro,Alto,Fruta,Melancia
84,25,52,"24,37","81,25","6,13","44,21","85,26",Moderado,Neutro,Alto,Fruta,Melancia
120,7,47,"24,25","83,04","6,65","54,77","83,08",Moderado,Neutro,Alto,Fruta,Melancia
91,12,46,"24,64","85,5","6,34","48,31","90,79",Moderado,Neutro,Alto,Fruta,Melancia
89,22,52,"24,9","86,11","6,22","53,15","91,35",Moderado,Neutro,Alto,Fruta,Melancia
113,19,46,"25,42","81,12","6,29","49,52","93,04",Moderado,Neutro,Alto,Fruta,Melancia
97,22,50,"26,26","86,15","6,77","58,98","91,3",Moderado,Neutro,Alto,Fruta,Melancia
117,30,50,"24,9","87,21","6,74","46,59","82,01",Moderado,Neutro,Alto,Fruta,Melancia
90,14,52,"24,85","89,2","6,39","59,68","90,7",Moderado,Neutro,Alto,Fruta,Melancia
104,23,47,"26,98","86,7","6,77","42,91","88,49",Moderado,Neutro,Alto,Fruta,Melancia
81,16,45,"26,9","86,25","6,73","59,76","90,19",Moderado,Neutro,Alto,Fruta,Melancia
88,5,47,"25,86","86,67","6,66","41,17","81,63",Moderado,Neutro,Alto,Fruta,Melancia
92,7,45,"26,71","81,14","6,94","51,51","85,47",Moderado,Neutro,Alto,Fruta,Melancia
81,18,50,"26,44","80,92","6,51","47,82","93,5",Moderado,Neutro,Alto,Fruta,Melancia
111,5,55,"26,28","84,42","6,52","50,79","84,11",Moderado,Neutro,Alto,Fruta,Melancia
108,23,51,"26,84","83,85","6,11","40,23","87,89",Moderado,Neutro,Alto,Fruta,Melancia
113,30,50,"26,04","83,99","6,28","43,88","82,12",Moderado,Neutro,Alto,Fruta,Melancia
83,10,53,"24,93","85,01","6,2","48,76","88,34",Moderado,Neutro,Alto,Fruta,Melancia
101,11,51,"25,51","84,24","6,79","44,21","91,2",Moderado,Neutro,Alto,Fruta,Melancia
114,21,55,"25,44","87,94","6,47","57,52","89,2",Moderado,Neutro,Alto,Fruta,Melancia
99,6,45,"26,13","86,55","6,0","40,71","83,48",Moderado,Neutro,Alto,Fruta,Melancia
92,20,55,"25,1","87,53","6,59","59,27","90,66",Moderado,Neutro,Alto,Fruta,Melancia
92,7,48,"26,28","86,63","6,96","54,39","86,3",Moderado,Neutro,Alto,Fruta,Melancia
91,24,55,"26,27","83,09","6,26","46,77","87,97",Moderado,Neutro,Alto,Fruta,Melancia
110,21,54,"26,74","87,82","6,75","47,46","90,69",Moderado,Neutro,Alto,Fruta,Melancia
112,25,51,"25,05","85,57","6,93","56,72","87,41",Moderado,Neutro,Alto,Fruta,Melancia
89,25,54,"24,69","85,57","6,35","48,99","87,9",Moderado,Neutro,Alto,Fruta,Melancia
100,10,53,"24,54","84,61","6,21","42,01","88,44",Moderado,Neutro,Alto,Fruta,Melancia
83,22,54,"25,9","81,97","6,28","54,5","89,05",Moderado,Neutro,Alto,Fruta,Melancia
95,14,50,"26,63","84,32","6,56","56,32","93,59",Moderado,Neutro,Alto,Fruta,Melancia
119,30,49,"25,36","80,46","6,9","47,72","81,49",Moderado,Neutro,Alto,Fruta,Melancia
97,12,47,"25,29","89,64","6,77","58,29","90,09",Moderado,Neutro,Alto,Fruta,Melancia
110,7,45,"26,64","84,7","6,19","48,32","85,11",Moderado,Neutro,Alto,Fruta,Melancia
96,18,50,"25,33","84,31","6,9","41,53","95,0",Moderado,Neutro,Alto,Fruta,Melancia
83,23,55,"26,9","83,89","6,46","43,97","86,44",Moderado,Neutro,Alto,Fruta,Melancia
120,24,47,"26,99","89,41","6,26","58,55","84,33",Moderado,Neutro,Alto,Fruta,Melancia
115,17,55,"27,58","94,12","6,78","28,08","92,01",Moderado,Neutro,Alto,Fruta,Melão
114,27,48,"27,82","93,04","6,53","26,32","86,59",Moderado,Neutro,Alto,Fruta,Melão
101,25,52,"29,1","94,22","6,75","22,52","90,34",Moderado,Neutro,Alto,Fruta,Melão
118,18,52,"28,05","90,83","6,56","20,76","92,88",Moderado,Neutro,Alto,Fruta,Melão
95,26,45,"29,92","94,56","6,12","28,16","86,16",Moderado,Neutro,Alto,Fruta,Melão
81,25,49,"29,87","93,25","6,08","26,26","87,66",Moderado,Neutro,Alto,Fruta,Melão
117,24,53,"29,17","92,21","6,29","21,3","87,74",Moderado,Neutro,Alto,Fruta,Melão
114,30,51,"29,25","90,07","6,07","25,93","84,28",Moderado,Neutro,Alto,Fruta,Melão
113,6,52,"27,76","90,36","6,74","25,22","84,99",Moderado,Neutro,Alto,Fruta,Melão
108,26,52,"28,83","94,27","6,2","26,24","88,81",Moderado,Neutro,Alto,Fruta,Melão
81,30,48,"28,52","92,1","6,04","29,87","80,92",Moderado,Neutro,Alto,Fruta,Melão
115,9,52,"29,07","90,98","6,02","29,12","85,25",Moderado,Neutro,Alto,Fruta,Melão
83,7,45,"29,08","90,74","6,7","25,33","84,39",Moderado,Neutro,Alto,Fruta,Melão
84,21,55,"28,47","94,79","6,49","21,08","89,58",Moderado,Neutro,Alto,Fruta,Melão
109,26,45,"28,28","90,39","6,22","21,59","86,41",Moderado,Neutro,Alto,Fruta,Melão
95,27,55,"28,47","91,21","6,16","20,89","85,87",Moderado,Neutro,Alto,Fruta,Melão
119,5,55,"29,69","94,3","6,17","26,84","80,89",Moderado,Neutro,Alto,Fruta,Melão
110,14,51,"27,02","91,67","6,09","21,26","91,19",Moderado,Neutro,Alto,Fruta,Melão
82,18,48,"29,1","94,17","6,16","26,71","94,05",Moderado,Neutro,Alto,Fruta,Melão
87,14,48,"29,69","92,59","6,61","29,11","89,97",Moderado,Neutro,Alto,Fruta,Melão
85,9,53,"28,21","92,87","6,45","28,79","85,16",Moderado,Neutro,Alto,Fruta,Melão
100,6,53,"29,05","93,92","6,11","23,67","86,75",Moderado,Neutro,Alto,Fruta,Melão
107,12,46,"29,57","93,62","6,56","27,57","89,45",Moderado,Neutro,Alto,Fruta,Melão
91,13,47,"29,11","92,44","6,14","27,96","90,5",Moderado,Neutro,Alto,Fruta,Melão
102,25,50,"28,2","92,91","6,1","20,36","89,55",Moderado,Neutro,Alto,Fruta,Melão
117,25,53,"29,12","92,13","6,41","24,52","88,99",Moderado,Neutro,Alto,Fruta,Melão
85,21,52,"29,63","90,1","6,08","23,7","92,1",Moderado,Neutro,Alto,Fruta,Melão
104,25,55,"29,81","90,37","6,12","22,69","88,53",Moderado,Neutro,Alto,Fruta,Melão
102,24,54,"27,72","90,94","6,7","22,82","90,45",Moderado,Neutro,Alto,Fruta,Melão
116,25,50,"29,26","92,92","6,09","28,71","87,36",Moderado,Neutro,Alto,Fruta,Melão
100,17,48,"29,73","94,3","6,37","26,52","96,37",Moderado,Neutro,Alto,Fruta,Melão
110,25,54,"28,91","90,78","6,43","23,44","88,97",Moderado,Neutro,Alto,Fruta,Melão
104,25,51,"28,96","93,88","6,47","23,56","91,02",Moderado,Neutro,Alto,Fruta,Melão
107,11,54,"28,59","91,34","6,09","29,44","87,84",Moderado,Neutro,Alto,Fruta,Melão
98,26,52,"27,34","90,7","6,15","28,69","87,42",Moderado,Neutro,Alto,Fruta,Melão
88,17,52,"29,9","90,75","6,65","25,38","95,16",Moderado,Neutro,Alto,Fruta,Melão
87,25,46,"27,43","90,03","6,38","21,75","86,46",Moderado,Neutro,Alto,Fruta,Melão
120,8,46,"29,56","90,71","6,73","28,37","82,93",Moderado,Neutro,Alto,Fruta,Melão
95,13,46,"29,84","93,76","6,13","23,28","91,43",Moderado,Neutro,Alto,Fruta,Melão
108,22,47,"28,54","91,73","6,16","25,13","93,19",Moderado,Neutro,Alto,Fruta,Melão
82,13,52,"27,12","94,87","6,44","26,52","89,29",Moderado,Neutro,Alto,Fruta,Melão
120,23,55,"27,84","91,61","6,73","26,48","88,31",Moderado,Neutro,Alto,Fruta,Melão
110,22,47,"29,03","91,82","6,24","24,94","92,86",Moderado,Neutro,Alto,Fruta,Melão
95,23,45,"27,82","90,57","6,27","21,19","89,29",Moderado,Neutro,Alto,Fruta,Melão
106,10,49,"27,73","92,01","6,35","20,21","87,81",Moderado,Neutro,Alto,Fruta,Melão
99,12,52,"28,7","94,31","6,0","22,22","91,72",Moderado,Neutro,Alto,Fruta,Melão
106,20,51,"29,73","90,97","6,34","20,49","92,9",Moderado,Neutro,Alto,Fruta,Melão
83,11,53,"29,54","92,92","6,16","21,97","87,38",Moderado,Neutro,Alto,Fruta,Melão
117,19,55,"28,8","91,78","6,12","25,16","93,89",Moderado,Neutro,Alto,Fruta,Melão
98,26,49,"27,29","90,53","6,13","23,5","89,54",Moderado,Neutro,Alto,Fruta,Melão
113,20,48,"27,47","94,88","6,44","27,28","92,16",Moderado,Neutro,Alto,Fruta,Melão
101,17,47,"29,49","94,73","6,19","26,31","96,18",Moderado,Neutro,Alto,Fruta,Melão
98,7,45,"27,79","92,51","6,16","26,85","85,85",Moderado,Neutro,Alto,Fruta,Melão
93,22,48,"29,13","91,52","6,78","21,9","91,76",Moderado,Neutro,Alto,Fruta,Melão
95,21,47,"27,93","93,56","6,43","20,66","91,64",Moderado,Neutro,Alto,Fruta,Melão
109,12,48,"29,46","92,13","6,71","20,76","89,33",Moderado,Neutro,Alto,Fruta,Melão
118,12,47,"27,97","92,17","6,01","28,95","87,35",Moderado,Neutro,Alto,Fruta,Melão
100,14,49,"29,49","91,08","6,37","26,02","94,48",Moderado,Neutro,Alto,Fruta,Melão
89,9,47,"29,47","90,77","6,67","28,75","85,4",Moderado,Neutro,Alto,Fruta,Melão
95,16,46,"27,08","90,14","6,75","24,45","94,66",Moderado,Neutro,Alto,Fruta,Melão
95,7,45,"27,3","90,8","6,03","25,09","86,0",Moderado,Neutro,Alto,Fruta,Melão
87,6,45,"29,83","90,79","6,4","22,84","82,87",Moderado,Neutro,Alto,Fruta,Melão
93,20,50,"29,93","93,23","6,45","24,35","95,49",Moderado,Neutro,Alto,Fruta,Melão
84,29,49,"29,94","93,91","6,25","20,39","82,39",Moderado,Neutro,Alto,Fruta,Melão
111,5,47,"28,03","91,47","6,27","21,18","82,34",Moderado,Neutro,Alto,Fruta,Melão
111,5,52,"29,88","94,04","6,14","21,0","82,12",Moderado,Neutro,Alto,Fruta,Melão
111,15,54,"27,71","92,91","6,19","22,06","91,93",Moderado,Neutro,Alto,Fruta,Melão
89,11,47,"29,79","94,65","6,33","27,87","87,56",Moderado,Neutro,Alto,Fruta,Melão
110,15,48,"28,58","92,87","6,21","27,6","93,03",Moderado,Neutro,Alto,Fruta,Melão
95,30,52,"29,48","90,34","6,64","26,04","85,18",Moderado,Neutro,Alto,Fruta,Melão
115,12,52,"27,51","94,96","6,69","21,02","87,92",Moderado,Neutro,Alto,Fruta,Melão
120,25,50,"28,05","94,82","6,33","21,85","87,14",Moderado,Neutro,Alto,Fruta,Melão
102,11,45,"29,03","93,13","6,36","24,16","91,0",Moderado,Neutro,Alto,Fruta,Melão
94,5,55,"28,59","91,89","6,09","26,88","83,75",Moderado,Neutro,Alto,Fruta,Melão
84,18,46,"27,09","93,42","6,78","25,32","94,13",Moderado,Neutro,Alto,Fruta,Melão
107,22,54,"28,0","90,85","6,63","21,62","90,83",Moderado,Neutro,Alto,Fruta,Melão
80,18,52,"27,87","91,15","6,48","24,05","94,61",Moderado,Neutro,Alto,Fruta,Melão
86,18,45,"28,97","90,72","6,57","22,26","93,55",Moderado,Neutro,Alto,Fruta,Melão
113,28,48,"28,88","92,49","6,17","24,44","87,21",Moderado,Neutro,Alto,Fruta,Melão
115,18,53,"29,17","94,2","6,01","22,07","93,93",Moderado,Neutro,Alto,Fruta,Melão
82,20,54,"29,34","90,02","6,54","21,45","90,51",Moderado,Neutro,Alto,Fruta,Melão
98,22,47,"29,07","91,92","6,34","28,84","91,45",Moderado,Neutro,Alto,Fruta,Melão
117,25,54,"28,68","92,51","6,15","29,11","86,05",Moderado,Neutro,Alto,Fruta,Melão
83,15,49,"28,93","91,39","6,44","23,2","92,87",Moderado,Neutro,Alto,Fruta,Melão
120,16,51,"28,0","91,64","6,55","23,29","93,35",Moderado,Neutro,Alto,Fruta,Melão
111,5,50,"27,59","91,8","6,4","24,84","85,41",Moderado,Neutro,Alto,Fruta,Melão
85,21,47,"29,87","90,61","6,19","24,7","92,32",Moderado,Neutro,Alto,Fruta,Melão
90,23,54,"28,56","90,46","6,16","27,27","89,87",Moderado,Neutro,Alto,Fruta,Melão
99,29,55,"29,19","91,46","6,66","26,48","85,86",Moderado,Neutro,Alto,Fruta,Melão
102,11,47,"27,99","92,78","6,5","27,15","90,24",Moderado,Neutro,Alto,Fruta,Melão
80,18,51,"28,05","91,82","6,71","20,77","92,96",Moderado,Neutro,Alto,Fruta,Melão
87,21,52,"27,35","94,29","6,07","27,21","91,25",Moderado,Neutro,Alto,Fruta,Melão
114,8,52,"29,34","94,55","6,42","28,23","84,76",Moderado,Neutro,Alto,Fruta,Melão
99,6,46,"28,61","94,22","6,4","28,99","84,13",Moderado,Neutro,Alto,Fruta,Melão
89,25,50,"27,05","91,35","6,38","25,08","89,87",Moderado,Neutro,Alto,Fruta,Melão
96,13,55,"29,53","94,57","6,7","21,14","89,9",Moderado,Neutro,Alto,Fruta,Melão
82,26,47,"28,5","93,47","6,57","24,2","87,51",Moderado,Neutro,Alto,Fruta,Melão
106,21,52,"28,9","94,79","6,29","23,04","93,64",Moderado,Neutro,Alto,Fruta,Melão
90,15,52,"27,05","91,38","6,45","23,66","93,28",Moderado,Neutro,Alto,Fruta,Melão
106,16,54,"28,96","91,7","6,59","24,75","95,8",Moderado,Neutro,Alto,Fruta,Melão
24,128,196,"22,75","90,69","5,52","110,43","95,63",Moderado,Neutro,Alto,Fruta,Maçã
7,144,197,"23,85","94,35","6,13","114,05","86,02",Moderado,Neutro,Alto,Fruta,Maçã
14,128,205,"22,61","94,59","6,23","116,04","92,43",Moderado,Neutro,Alto,Fruta,Maçã
8,120,201,"21,19","91,13","6,32","122,23","85,19",Moderado,Neutro,Alto,Fruta,Maçã
20,129,201,"23,41","91,7","5,59","116,08","97,42",Moderado,Neutro,Alto,Fruta,Maçã
32,137,204,"22,86","93,13","5,82","117,73","89,27",Moderado,Neutro,Alto,Fruta,Maçã
27,139,205,"22,48","93,41","5,77","105,55","92,66",Moderado,Neutro,Alto,Fruta,Maçã
0,123,205,"22,03","92,96","5,79","121,13","79,7",Moderado,Neutro,Alto,Fruta,Maçã
22,144,196,"21,91","91,69","6,5","117,08","96,2",Moderado,Neutro,Alto,Fruta,Maçã
1,124,199,"23,71","93,27","5,66","112,67","81,83",Moderado,Neutro,Alto,Fruta,Maçã
30,122,197,"21,38","92,72","5,57","106,14","88,92",Moderado,Neutro,Alto,Fruta,Maçã
29,121,196,"22,85","94,32","6,08","123,6","89,32",Moderado,Neutro,Alto,Fruta,Maçã
13,126,204,"23,11","92,8","6,38","108,18","91,29",Moderado,Neutro,Alto,Fruta,Maçã
9,139,199,"23,25","94,54","5,87","105,36","87,94",Moderado,Neutro,Alto,Fruta,Maçã
0,133,200,"23,67","90,49","5,71","104,23","80,83",Moderado,Neutro,Alto,Fruta,Maçã
30,143,199,"23,77","90,6","5,8","102,26","88,77",Moderado,Neutro,Alto,Fruta,Maçã
36,140,198,"23,34","91,48","6,28","104,43","85,05",Moderado,Neutro,Alto,Fruta,Maçã
37,137,199,"22,64","90,18","5,7","108,34","85,57",Moderado,Neutro,Alto,Fruta,Maçã
33,121,203,"22,46","94,76","5,61","114,84","87,44",Moderado,Neutro,Alto,Fruta,Maçã
7,144,195,"22,96","93,58","5,86","104,65","85,67",Moderado,Neutro,Alto,Fruta,Maçã
35,128,205,"21,07","93,57","6,04","107,87","85,34",Moderado,Neutro,Alto,Fruta,Maçã
29,128,198,"22,44","92,71","5,69","121,5","90,98",Moderado,Neutro,Alto,Fruta,Maçã
2,143,196,"22,71","90,45","5,67","109,89","82,71",Moderado,Neutro,Alto,Fruta,Maçã
34,140,198,"21,7","93,44","5,75","115,18","87,29",Moderado,Neutro,Alto,Fruta,Maçã
29,144,204,"22,43","92,49","5,8","119,1","90,74",Moderado,Neutro,Alto,Fruta,Maçã
32,141,203,"21,26","92,84","5,82","109,07","88,29",Moderado,Neutro,Alto,Fruta,Maçã
13,144,197,"22,92","94,9","6,28","105,69","90,59",Moderado,Neutro,Alto,Fruta,Maçã
25,143,198,"22,81","91,52","6,03","107,86","94,4",Moderado,Neutro,Alto,Fruta,Maçã
9,137,200,"21,12","90,69","5,64","102,8","87,32",Moderado,Neutro,Alto,Fruta,Maçã
6,144,198,"21,11","90,32","5,56","104,51","84,08",Moderado,Neutro,Alto,Fruta,Maçã
37,126,196,"23,6","90,98","5,6","107,17","83,9",Moderado,Neutro,Alto,Fruta,Maçã
2,120,203,"23,13","94,71","5,89","108,62","81,52",Moderado,Neutro,Alto,Fruta,Maçã
11,143,197,"22,98","93,32","5,88","122,2","88,97",Moderado,Neutro,Alto,Fruta,Maçã
10,141,201,"22,13","90,98","6,39","104,54","88,6",Moderado,Neutro,Alto,Fruta,Maçã
24,142,202,"22,54","91,48","5,71","101,85","94,47",Moderado,Neutro,Alto,Fruta,Maçã
23,138,195,"22,49","91,7","5,8","124,39","95,41",Moderado,Neutro,Alto,Fruta,Maçã
18,125,204,"22,36","94,48","6,05","116,74","95,08",Moderado,Neutro,Alto,Fruta,Maçã
13,121,196,"22,21","93,51","6,44","120,16","90,15",Moderado,Neutro,Alto,Fruta,Maçã
26,122,202,"22,45","94,74","5,62","107,18","92,76",Moderado,Neutro,Alto,Fruta,Maçã
28,123,202,"22,77","92,12","6,44","120,44","91,37",Moderado,Neutro,Alto,Fruta,Maçã
26,121,201,"22,19","90,03","6,16","112,31","93,31",Moderado,Neutro,Alto,Fruta,Maçã
21,137,196,"23,61","91,7","5,81","123,59","96,72",Moderado,Neutro,Alto,Fruta,Maçã
21,135,198,"23,86","94,92","5,77","105,02","97,08",Moderado,Neutro,Alto,Fruta,Maçã
5,144,205,"21,42","92,63","6,18","102,8","83,3",Moderado,Neutro,Alto,Fruta,Maçã
2,123,205,"22,37","90,79","5,74","124,98","80,82",Moderado,Neutro,Alto,Fruta,Maçã
15,133,199,"24,0","91,61","5,82","117,61","93,25",Moderado,Neutro,Alto,Fruta,Maçã
31,130,198,"21,8","92,73","5,55","120,06","89,37",Moderado,Neutro,Alto,Fruta,Maçã
25,143,200,"23,8","92,8","6,02","100,62","92,81",Moderado,Neutro,Alto,Fruta,Maçã
16,143,204,"23,71","91,53","5,63","121,9","92,41",Moderado,Neutro,Alto,Fruta,Maçã
19,122,202,"23,34","90,38","5,81","112,9","95,95",Moderado,Neutro,Alto,Fruta,Maçã
10,125,196,"22,31","90,04","5,73","113,07","89,17",Moderado,Neutro,Alto,Fruta,Maçã
20,139,202,"23,5","92,21","5,67","107,99","97,24",Moderado,Neutro,Alto,Fruta,Maçã
28,123,198,"23,46","91,46","5,68","111,78","91,78",Moderado,Neutro,Alto,Fruta,Maçã
28,136,200,"23,06","92,4","6,25","114,74","93,36",Moderado,Neutro,Alto,Fruta,Maçã
2,131,199,"22,47","91,23","6,02","124,22","82,43",Moderado,Neutro,Alto,Fruta,Maçã
2,140,197,"22,7","92,82","5,53","105,05","82,71",Moderado,Neutro,Alto,Fruta,Maçã
27,138,201,"23,67","93,9","5,95","105,4","92,35",Moderado,Neutro,Alto,Fruta,Maçã
30,127,204,"22,5","92,46","6,13","100,93","89,54",Moderado,Neutro,Alto,Fruta,Maçã
32,145,203,"23,83","90,84","6,41","109,6","87,82",Moderado,Neutro,Alto,Fruta,Maçã
29,139,205,"23,64","93,74","6,16","116,69","90,82",Moderado,Neutro,Alto,Fruta,Maçã
26,126,195,"21,41","92,99","5,88","118,4","92,54",Moderado,Neutro,Alto,Fruta,Maçã
40,136,202,"22,85","94,58","5,94","117,53","82,93",Moderado,Neutro,Alto,Fruta,Maçã
6,124,200,"22,98","93,85","5,97","109,59","85,88",Moderado,Neutro,Alto,Fruta,Maçã
35,138,200,"21,2","90,81","5,67","103,68","85,49",Moderado,Neutro,Alto,Fruta,Maçã
17,136,196,"23,87","90,5","5,88","103,05","93,74",Moderado,Neutro,Alto,Fruta,Maçã
33,134,205,"21,04","94,34","6,09","114,74","87,93",Moderado,Neutro,Alto,Fruta,Maçã
16,143,197,"22,62","93,52","5,9","116,93","93,97",Moderado,Neutro,Alto,Fruta,Maçã
27,120,200,"21,45","90,75","6,11","116,7","91,5",Moderado,Neutro,Alto,Fruta,Maçã
29,145,205,"22,81","92,13","6,21","109,34","91,01",Moderado,Neutro,Alto,Fruta,Maçã
3,141,197,"21,98","91,13","6,14","115,48","83,54",Moderado,Neutro,Alto,Fruta,Maçã
15,123,204,"22,53","92,55","6,37","115,38","93,1",Moderado,Neutro,Alto,Fruta,Maçã
5,136,195,"22,36","91,92","6,26","107,77","85,71",Moderado,Neutro,Alto,Fruta,Maçã
10,136,204,"21,2","92,16","6,28","105,86","88,69",Moderado,Neutro,Alto,Fruta,Maçã
7,141,195,"23,88","93,45","5,51","104,91","85,43",Moderado,Neutro,Alto,Fruta,Maçã
2,129,201,"22,78","94,37","5,68","122,14","82,31",Moderado,Neutro,Alto,Fruta,Maçã
29,138,197,"22,19","92,44","5,83","121,66","91,04",Moderado,Neutro,Alto,Fruta,Maçã
30,137,200,"22,91","90,7","5,6","118,6","90,89",Moderado,Neutro,Alto,Fruta,Maçã
29,132,204,"23,09","90,23","6,1","108,22","91,44",Moderado,Neutro,Alto,Fruta,Maçã
14,139,197,"21,72","92,84","6,06","121,7","91,62",Moderado,Neutro,Alto,Fruta,Maçã
18,125,203,"22,44","91,59","6,16","102,56","94,58",Moderado,Neutro,Alto,Fruta,Maçã
33,143,204,"21,13","91,96","5,81","122,54","86,16",Moderado,Neutro,Alto,Fruta,Maçã
40,144,196,"22,72","92,25","5,99","107,03","82,16",Moderado,Neutro,Alto,Fruta,Maçã
9,143,197,"23,75","92,88","5,57","117,66","87,55",Moderado,Neutro,Alto,Fruta,Maçã
38,135,203,"23,76","93,66","5,97","100,83","83,04",Moderado,Neutro,Alto,Fruta,Maçã
28,130,196,"22,13","94,68","6,06","112,92","92,55",Moderado,Neutro,Alto,Fruta,Maçã
35,142,203,"21,17","90,24","5,9","123,65","84,32",Moderado,Neutro,Alto,Fruta,Maçã
12,129,205,"22,36","91,16","6,12","118,68","90,57",Moderado,Neutro,Alto,Fruta,Maçã
1,135,203,"22,78","92,7","5,62","113,78","83,44",Moderado,Neutro,Alto,Fruta,Maçã
0,145,205,"21,23","90,1","5,52","113,98","79,94",Moderado,Neutro,Alto,Fruta,Maçã
31,121,201,"23,16","90,34","5,73","110,71","89,06",Moderado,Neutro,Alto,Fruta,Maçã
35,131,203,"22,43","93,92","5,89","102,72","86,06",Moderado,Neutro,Alto,Fruta,Maçã
29,140,195,"23,64","90,95","5,56","116,74","90,71",Moderado,Neutro,Alto,Fruta,Maçã
33,138,198,"22,29","90,69","6,22","122,74","87,56",Moderado,Neutro,Alto,Fruta,Maçã
14,140,197,"23,35","90,9","6,07","113,04","92,75",Moderado,Neutro,Alto,Fruta,Maçã
35,145,195,"22,04","94,58","6,23","110,98","85,79",Moderado,Neutro,Alto,Fruta,Maçã
40,120,197,"23,81","92,49","5,89","119,63","80,68",Moderado,Neutro,Alto,Fruta,Maçã
25,132,198,"22,32","90,85","5,73","100,12","93,85",Moderado,Neutro,Alto,Fruta,Maçã
31,137,196,"22,14","93,83","6,4","120,63","89,35",Moderado,Neutro,Alto,Fruta,Maçã
36,144,196,"23,65","94,51","6,5","115,36","84,74",Moderado,Neutro,Alto,Fruta,Maçã
10,140,197,"22,17","90,27","6,23","124,47","87,93",Moderado,Neutro,Alto,Fruta,Maçã
22,30,12,"15,78","92,51","6,35","119,04","74,61",Moderado,Neutro,Alto,Fruta,Laranja
37,6,13,"26,03","91,51","7,51","101,28","65,67",Moderado,Alcalino,Baixo,Fruta,Laranja
27,13,6,"13,36","91,36","7,34","111,23","76,29",Frio,Neutro,Baixo,Fruta,Laranja
7,16,9,"18,88","92,04","7,81","114,67","83,56",Moderado,Alcalino,Alto,Fruta,Laranja
20,7,9,"29,48","91,58","7,13","111,17","83,22",Moderado,Neutro,Baixo,Fruta,Laranja
26,27,10,"28,07","92,91","6,08","114,13","79,43",Moderado,Neutro,Alto,Fruta,Laranja
5,23,15,"25,67","92,05","7,41","112,54","70,33",Moderado,Neutro,Alto,Fruta,Laranja
0,18,14,"29,77","92,01","7,21","114,42","69,48",Moderado,Neutro,Alto,Fruta,Laranja
39,24,14,"30,55","90,9","7,19","106,07","62,73",Quente,Neutro,Alto,Fruta,Laranja
13,23,6,"23,96","90,26","7,37","102,7","78,83",Moderado,Neutro,Alto,Fruta,Laranja
21,17,15,"23,98","91,55","7,46","118,49","87,82",Moderado,Neutro,Alto,Fruta,Laranja
33,12,8,"25,26","90,31","6,82","117,37","77,45",Moderado,Neutro,Baixo,Fruta,Laranja
6,9,12,"31,08","90,14","7,03","109,69","70,95",Quente,Neutro,Baixo,Fruta,Laranja
19,7,10,"14,78","91,22","6,12","100,2","82,3",Frio,Neutro,Baixo,Fruta,Laranja
24,18,6,"26,57","94,45","6,29","116,38","84,01",Moderado,Neutro,Alto,Fruta,Laranja
9,11,8,"24,86","94,39","6,56","111,78","79,93",Moderado,Neutro,Baixo,Fruta,Laranja
31,8,7,"34,51","93,64","7,16","103,57","66,75",Quente,Neutro,Baixo,Fruta,Laranja
22,17,5,"24,12","90,72","6,95","102,84","86,74",Moderado,Neutro,Alto,Fruta,Laranja
13,5,8,"23,85","90,11","7,47","103,92","77,27",Moderado,Neutro,Baixo,Fruta,Laranja
16,8,9,"24,6","91,28","7,6","111,29","85,03",Moderado,Alcalino,Baixo,Fruta,Laranja
4,13,6,"15,63","94,26","7,56","101,47","69,53",Moderado,Alcalino,Baixo,Fruta,Laranja
